student_id,first_name,middle_name,last_name,gender,email,phone_number,department,branch,year_of_study,skills,cgpa,birthday,projects,applications,password
se22ubit012,Andrew,Douglas,Jenkins,Other,se22ubit012@mahindrauniversity.edu.in,(+91) 8589752843,Bio Technology,bit,3,"['Python', 'Machine Learning', 'Web Development', 'Networking']",9.41,2002-02-20,"['cb_computer_01', 'jl_computer_01', 'cr_electrical_02', 'nw_electronics_01', 'db_electronics_03']","['cb_computer_01@se22ubit012', 'jl_computer_01@se22ubit012', 'cr_electrical_02@se22ubit012', 'nw_electronics_01@se22ubit012', 'db_electronics_03@se22ubit012']",se22ubit012@Andrew
se24ubit013,Hannah,,Estes,Female,se24ubit013@mahindrauniversity.edu.in,(+91) 6231788407,Bio Technology,bit,1,"['Data Analysis', 'Embedded Systems', 'Web Development', 'Networking', 'Machine Learning']",8.21,2007-04-22,"['db_electronics_05', 'cr_electrical_02', 'dm_computer_01', 'kb_computational_02']","['db_electronics_05@se24ubit013', 'cr_electrical_02@se24ubit013', 'dm_computer_01@se24ubit013', 'kb_computational_02@se24ubit013']",se24ubit013@Hannah
se24uecm008,Ashley,,Rodriguez,Female,se24uecm008@mahindrauniversity.edu.in,(+91) 7140776888,Electronics and Computation,ecm,1,"['Embedded Systems', 'Networking', 'Python']",6.68,2001-07-19,"['cg_electronics_01', 'db_electronics_03', 'cm_bio_02']","['cg_electronics_01@se24uecm008', 'db_electronics_03@se24uecm008', 'cm_bio_02@se24uecm008']",se24uecm008@Ashley
se22uari012,Heidi,,Smith,Female,se22uari012@mahindrauniversity.edu.in,(+91) 7939590764,Artificial Intelligence,ari,3,"['Embedded Systems', 'Web Development', 'Machine Learning', 'Data Analysis', 'Python']",6.83,2001-03-27,['ar_artificial_02'],['ar_artificial_02@se22uari012'],se22uari012@Heidi
se23ueee009,Jeanette,,Bennett,Other,se23ueee009@mahindrauniversity.edu.in,(+91) 8378690598,Electrical Engineering,eee,2,"['Web Development', 'Embedded Systems']",8.51,2001-04-12,['iw_electronics_01'],['iw_electronics_01@se23ueee009'],se23ueee009@Jeanette
se21uece005,William,,Whitney,Female,se21uece005@mahindrauniversity.edu.in,(+91) 8158032621,Electronics and Communication,ece,4,"['Machine Learning', 'Data Analysis', 'Embedded Systems', 'Networking']",8.55,2002-11-23,"['cr_electrical_02', 'iw_electronics_01', 'yg_mechanical_01', 'db_electronics_05', 'dm_computer_02']","['cr_electrical_02@se21uece005', 'iw_electronics_01@se21uece005', 'yg_mechanical_01@se21uece005', 'db_electronics_05@se21uece005', 'dm_computer_02@se21uece005']",se21uece005@William
se24ubit014,Jacob,Cheyenne,Green,Male,se24ubit014@mahindrauniversity.edu.in,(+91) 7652794915,Bio Technology,bit,1,"['Data Analysis', 'Machine Learning', 'Embedded Systems', 'Networking', 'Python']",6.75,2005-09-25,['gh_artificial_01'],['gh_artificial_01@se24ubit014'],se24ubit014@Jacob
se24ueee010,Michelle,Alexander,Thompson,Female,se24ueee010@mahindrauniversity.edu.in,(+91) 9894329936,Electrical Engineering,eee,1,"['Web Development', 'Machine Learning', 'Data Analysis', 'Networking', 'Embedded Systems']",7.45,2000-12-29,['mw_computer_01'],['mw_computer_01@se24ueee010'],se24ueee010@Michelle
se22uecm009,Jaime,,Schroeder,Other,se22uecm009@mahindrauniversity.edu.in,(+91) 6708396959,Electronics and Computation,ecm,3,"['Networking', 'Data Analysis', 'Embedded Systems', 'Machine Learning']",8.08,2004-12-09,"['ss_electronics_02', 'jl_computer_03']","['ss_electronics_02@se22uecm009', 'jl_computer_03@se22uecm009']",se22uecm009@Jaime
se22ucab009,Karen,Tony,Rosario,Other,se22ucab009@mahindrauniversity.edu.in,(+91) 6381979904,Computational Biology,cab,3,"['Machine Learning', 'Web Development']",7.2,2002-02-27,"['kh_mechanical_01', 'ej_bio_01']","['kh_mechanical_01@se22ucab009', 'ej_bio_01@se22ucab009']",se22ucab009@Karen
se22ueee011,James,,Barber,Other,se22ueee011@mahindrauniversity.edu.in,(+91) 9131224903,Electrical Engineering,eee,3,"['Data Analysis', 'Machine Learning', 'Web Development']",9.14,2005-01-21,"['mw_computer_01', 'gh_artificial_01']","['mw_computer_01@se22ueee011', 'gh_artificial_01@se22ueee011']",se22ueee011@James
se24uari013,Mary,,Bishop,Other,se24uari013@mahindrauniversity.edu.in,(+91) 9981706231,Artificial Intelligence,ari,1,"['Embedded Systems', 'Python', 'Networking', 'Web Development']",7.52,2000-06-15,"['nw_electronics_01', 'lf_artificial_03']","['nw_electronics_01@se24uari013', 'lf_artificial_03@se24uari013']",se24uari013@Mary
se21ubit015,Christopher,Jeremy,Baldwin,Female,se21ubit015@mahindrauniversity.edu.in,(+91) 9103663342,Bio Technology,bit,4,"['Networking', 'Data Analysis', 'Machine Learning', 'Embedded Systems', 'Web Development']",8.43,2003-11-18,"['kb_computational_01', 'jl_computer_01', 'ar_artificial_02', 'kr_electronics_01']","['kb_computational_01@se21ubit015', 'jl_computer_01@se21ubit015', 'ar_artificial_02@se21ubit015', 'kr_electronics_01@se21ubit015']",se21ubit015@Christopher
se24ucam005,Darren,Kayla,Stewart,Other,se24ucam005@mahindrauniversity.edu.in,(+91) 9174071021,Computational Mathematics,cam,1,"['Networking', 'Web Development', 'Python', 'Data Analysis', 'Machine Learning']",7.37,2001-07-04,"['ej_bio_01', 'mw_computer_01', 'cr_electrical_01']","['ej_bio_01@se24ucam005', 'mw_computer_01@se24ucam005', 'cr_electrical_01@se24ucam005']",se24ucam005@Darren
se23umec008,Jessica,,Hurley,Other,se23umec008@mahindrauniversity.edu.in,(+91) 9831972180,Mechanical Engineering,mec,2,"['Networking', 'Data Analysis', 'Machine Learning', 'Web Development']",6.89,2003-03-07,['iw_electronics_01'],['iw_electronics_01@se23umec008'],se23umec008@Jessica
se24ubit016,Diane,Victor,Hensley,Male,se24ubit016@mahindrauniversity.edu.in,(+91) 9422475377,Bio Technology,bit,1,"['Networking', 'Python', 'Embedded Systems']",6.62,2004-07-26,"['kh_mechanical_02', 'gh_artificial_03', 'tm_computational_01', 'ss_electronics_01']","['kh_mechanical_02@se24ubit016', 'gh_artificial_03@se24ubit016', 'tm_computational_01@se24ubit016', 'ss_electronics_01@se24ubit016']",se24ubit016@Diane
se23uciv006,Wesley,,Miller,Male,se23uciv006@mahindrauniversity.edu.in,(+91) 9606152776,Civil Engineering,civ,2,"['Embedded Systems', 'Data Analysis', 'Machine Learning', 'Web Development', 'Python']",7.4,2001-02-17,"['db_electronics_01', 'iw_electronics_02', 'gh_artificial_01', 'mw_computer_02', 'lf_artificial_02']","['db_electronics_01@se23uciv006', 'iw_electronics_02@se23uciv006', 'gh_artificial_01@se23uciv006', 'mw_computer_02@se23uciv006', 'lf_artificial_02@se23uciv006']",se23uciv006@Wesley
se23uari014,Scott,,Flowers,Other,se23uari014@mahindrauniversity.edu.in,(+91) 7284298325,Artificial Intelligence,ari,2,"['Machine Learning', 'Networking', 'Web Development', 'Embedded Systems']",7.85,2000-09-09,"['jl_computer_03', 'sa_electrical_01', 'ss_electronics_02', 'jl_computer_02']","['jl_computer_03@se23uari014', 'sa_electrical_01@se23uari014', 'ss_electronics_02@se23uari014', 'jl_computer_02@se23uari014']",se23uari014@Scott
se23ucam006,Kathy,Steven,Gonzalez,Female,se23ucam006@mahindrauniversity.edu.in,(+91) 7266254745,Computational Mathematics,cam,2,"['Networking', 'Data Analysis', 'Machine Learning']",9.38,2003-11-26,"['dm_computer_02', 'nw_electronics_01', 'tm_computational_01', 'kh_mechanical_02', 'iw_electronics_01']","['dm_computer_02@se23ucam006', 'nw_electronics_01@se23ucam006', 'tm_computational_01@se23ucam006', 'kh_mechanical_02@se23ucam006', 'iw_electronics_01@se23ucam006']",se23ucam006@Kathy
se23umec009,Victoria,Jacob,Wyatt,Female,se23umec009@mahindrauniversity.edu.in,(+91) 8497403102,Mechanical Engineering,mec,2,"['Networking', 'Embedded Systems']",8.18,2006-07-30,"['sm_mechanical_02', 'gh_artificial_02']","['sm_mechanical_02@se23umec009', 'gh_artificial_02@se23umec009']",se23umec009@Victoria
se21umec010,Amber,Janet,Carter,Female,se21umec010@mahindrauniversity.edu.in,(+91) 8823360058,Mechanical Engineering,mec,4,"['Data Analysis', 'Machine Learning', 'Python']",8.3,2003-12-26,"['gh_artificial_01', 'kb_computational_01', 'ss_electronics_01']","['gh_artificial_01@se21umec010', 'kb_computational_01@se21umec010', 'ss_electronics_01@se21umec010']",se21umec010@Amber
se23ucab010,Nathan,Johnny,Clark,Other,se23ucab010@mahindrauniversity.edu.in,(+91) 7402239509,Computational Biology,cab,2,"['Python', 'Embedded Systems', 'Networking']",6.92,2000-06-13,"['ej_bio_01', 'cm_bio_02', 'mw_computer_03']","['ej_bio_01@se23ucab010', 'cm_bio_02@se23ucab010', 'mw_computer_03@se23ucab010']",se23ucab010@Nathan
se24ucam007,Krystal,Debra,Edwards,Other,se24ucam007@mahindrauniversity.edu.in,(+91) 9121518444,Computational Mathematics,cam,1,"['Machine Learning', 'Networking', 'Python', 'Embedded Systems', 'Web Development']",9.42,2005-08-08,"['iw_electronics_02', 'kb_computational_02', 'mw_computer_02']","['iw_electronics_02@se24ucam007', 'kb_computational_02@se24ucam007', 'mw_computer_02@se24ucam007']",se24ucam007@Krystal
se22ubit017,Perry,,Macdonald,Other,se22ubit017@mahindrauniversity.edu.in,(+91) 6841266314,Bio Technology,bit,3,"['Python', 'Data Analysis', 'Embedded Systems', 'Networking', 'Machine Learning']",9.32,2001-04-06,"['wd_civil_01', 'sa_electrical_01', 'dm_computer_01', 'eg_artificial_01']","['wd_civil_01@se22ubit017', 'sa_electrical_01@se22ubit017', 'dm_computer_01@se22ubit017', 'eg_artificial_01@se22ubit017']",se22ubit017@Perry
se22uecm010,Julie,,Bennett,Male,se22uecm010@mahindrauniversity.edu.in,(+91) 6853180446,Electronics and Computation,ecm,3,"['Embedded Systems', 'Web Development']",6.06,2004-04-08,"['cr_electrical_02', 'kr_electronics_01']","['cr_electrical_02@se22uecm010', 'kr_electronics_01@se22uecm010']",se22uecm010@Julie
se24umec011,Ricardo,Vincent,Ballard,Female,se24umec011@mahindrauniversity.edu.in,(+91) 6800174604,Mechanical Engineering,mec,1,"['Networking', 'Web Development']",8.77,2006-03-17,"['iw_electronics_01', 'kb_computational_01']","['iw_electronics_01@se24umec011', 'kb_computational_01@se24umec011']",se24umec011@Ricardo
se21uciv007,Matthew,Deborah,Ford,Male,se21uciv007@mahindrauniversity.edu.in,(+91) 6645808799,Civil Engineering,civ,4,"['Web Development', 'Embedded Systems', 'Data Analysis', 'Python', 'Networking']",9.48,2001-11-12,"['kb_computational_01', 'eg_artificial_02', 'jl_computer_01', 'ss_electronics_01', 'kh_mechanical_02']","['kb_computational_01@se21uciv007', 'eg_artificial_02@se21uciv007', 'jl_computer_01@se21uciv007', 'ss_electronics_01@se21uciv007', 'kh_mechanical_02@se21uciv007']",se21uciv007@Matthew
se23ueee012,Elijah,Angelica,Macdonald,Female,se23ueee012@mahindrauniversity.edu.in,(+91) 6565664795,Electrical Engineering,eee,2,"['Networking', 'Web Development']",8.81,2006-11-25,"['eg_artificial_01', 'yg_mechanical_01', 'tm_computational_02', 'lf_artificial_03']","['eg_artificial_01@se23ueee012', 'yg_mechanical_01@se23ueee012', 'tm_computational_02@se23ueee012', 'lf_artificial_03@se23ueee012']",se23ueee012@Elijah
se21uecm011,Scott,,Foster,Male,se21uecm011@mahindrauniversity.edu.in,(+91) 6982395148,Electronics and Computation,ecm,4,"['Embedded Systems', 'Networking']",9.44,2007-04-26,['gh_artificial_04'],['gh_artificial_04@se21uecm011'],se21uecm011@Scott
se22uari176,Trisha,,Gumidelli,Female,se22uari176@mahindrauniversity.edu.in,9032758165,Artificial Intelligence,ARI,3,"Python, Machine Learning, HTML",8.59,2004-10-16,,,12
se22uari172,Tamidela,Swathika,Reddy,Female,se22uari172@mahindrauniversity.edu.in,8008035873,Artificial Intelligence,ARI,3,"Python, Java, HTML, CSS",7.8,2004-11-15,,,1234567890
se22uari028,Basam,Nanda Prabath,Reddy,Male,se22uari028@mahindrauniversity.edu.in,9734586783,Artificial Intelligence,ARI,3,"Python, Java, C, SQL",6.8,2004-01-10,,,234
